T,p,q
1633717779,143.26,5
1633717782,143.27,1
1633717784,143.28,2
1633717787,143.28,1
1633717796,143.27,2
1633717799,143.29,4
1633717801,143.3,3
1633717801,143.3,1
1633717802,143.3,5
1633717807,143.28,1
1633717814,143.3,1
1633717816,143.29,12
1633717816,143.29,4
1633717817,143.29,1
1633717821,143.29,3
1633717823,143.29,4
1633717824,143.29,1
1633717827,143.27,3
1633717828,143.27,1
1633717829,143.28,1
1633717830,143.28,2
1633717837,143.29,1
1633717838,143.29,8
1633717839,143.3,17
1633717840,143.31,1
1633717841,143.32,3
1633717842,143.32,1
1633717848,143.32,1
1633717850,143.32,4
1633717850,143.32,1
1633717852,143.3,3
1633717854,143.3,1
1633717859,143.3,4
1633717860,143.3,1
1633717861,143.29,8
1633717862,143.3,2
1633717863,143.3,1
1633717865,143.3,5
1633717866,143.3,1
1633717870,143.3,1
1633717871,143.3,5
1633717871,143.3,1
1633717872,143.3,4
1633717875,143.3,1
1633717875,143.3,12
1633717876,143.3,10
1633717876,143.3,1
1633717884,143.33,1
1633717885,143.33,2
1633717891,143.37,5
1633717892,143.37,1
1633717893,143.37,30
1633717893,143.37,26
1633717894,143.37,1
1633717895,143.37,7
1633717897,143.36,8
1633717900,143.35,2
1633717902,143.37,10
1633717904,143.37,1
1633717906,143.37,4
1633717906,143.37,2
1633717913,143.35,1
1633717915,143.34,5
1633717916,143.34,2
1633717918,143.32,3
1633717919,143.31,12
1633717919,143.31,1
1633717920,143.3,1
1633717925,143.3,5
1633717925,143.3,10
1633717926,143.3,1
1633717930,143.31,2
1633717931,143.31,1
1633717932,143.32,1
1633717936,143.32,3
1633717936,143.32,1
1633717940,143.33,1
1633717941,143.32,1
1633717942,143.32,12
1633717943,143.32,1
1633717943,143.32,10
1633717944,143.32,1
1633717944,143.32,2
1633717952,143.34,2
1633717969,143.34,20
1633717971,143.35,4
1633717981,143.38,1
1633717984,143.37,1
1633717988,143.36,3
1633717992,143.36,1
1633717993,143.35,9
1633717994,143.35,1
1633717994,143.35,2
1633717996,143.35,1
1633717998,143.36,5
1633718000,143.36,1
1633718003,143.37,17
1633718005,143.38,3
1633718006,143.38,40
1633718006,143.38,1
1633718007,143.39,2
1633718008,143.39,40
1633718009,143.38,5
1633718011,143.39,2
1633718013,143.39,5
1633718015,143.39,1
1633718016,143.38,1
1633718017,143.37,2
1633718018,143.38,4
1633718021,143.37,8
1633718031,143.37,4
1633718031,143.37,1
1633718036,143.38,1
1633718038,143.37,1
1633718039,143.36,75
1633718039,143.36,1
1633718044,143.37,2
1633718046,143.37,1
1633718046,143.37,3
1633718048,143.37,15
1633718049,143.37,17
1633718051,143.37,2
1633718053,143.35,1
1633718054,143.35,4
1633718054,143.35,1
1633718056,143.35,1
1633718056,143.35,37
1633718057,143.35,1
1633718058,143.35,2
1633718060,143.35,3
1633718060,143.35,2
1633718062,143.33,1
1633718065,143.33,5
1633718071,143.34,20
1633718071,143.34,1
1633718072,143.34,17
1633718073,143.34,1
1633718074,143.35,1
1633718078,143.35,6
1633718080,143.35,1
1633718086,143.35,2
1633718087,143.35,1
1633718091,143.33,1
1633718099,143.31,17
1633718100,143.31,1
1633718102,143.32,12
1633718105,143.33,43
1633718106,143.33,1
1633718107,143.32,3
1633718108,143.32,1
1633718110,143.33,16
1633718114,143.31,1
1633718119,143.31,3
1633718120,143.28,45
1633718121,143.28,1
1633718121,143.28,3
1633718125,143.29,1
1633718126,143.29,5
1633718130,143.29,1
1633718133,143.29,20
1633718134,143.29,17
1633718134,143.29,4
1633718135,143.29,1
1633718135,143.29,3
1633718137,143.29,1
1633718137,143.29,5
1633718137,143.29,1
1633718141,143.29,6
1633718144,143.29,2
1633718146,143.29,4
1633718147,143.29,1
1633718147,143.29,43
1633718149,143.28,1
1633718152,143.29,10
1633718153,143.29,1
1633718154,143.29,2
1633718154,143.29,2
1633718158,143.28,1
1633718161,143.29,13
1633718161,143.29,1
1633718163,143.27,2
1633718164,143.27,1
1633718165,143.27,8
1633718166,143.27,1
1633718170,143.27,30
1633718170,143.27,2
1633718171,143.27,1
1633718172,143.27,3
1633718173,143.27,1
1633718175,143.27,3
1633718176,143.27,1
1633718180,143.28,2
1633718180,143.28,4
1633718182,143.27,3
1633718183,143.27,1
1633718185,143.27,2
1633718185,143.27,1
1633718187,143.27,15
1633718187,143.27,1
1633718191,143.27,1
1633718192,143.26,26
1633718193,143.25,22
1633718197,143.26,3
1633718198,143.27,3
1633718198,143.27,20
1633718199,143.28,3
1633718201,143.28,40
1633718206,143.26,3
1633718207,143.26,19
1633718210,143.26,20
1633718212,143.28,1
1633718214,143.27,3
1633718214,143.27,5
1633718220,143.28,1
1633718223,143.27,1
1633718224,143.28,2
1633718225,143.27,3
1633718225,143.28,1
1633718227,143.27,10
1633718229,143.27,3
1633718232,143.25,2
1633718232,143.25,1
1633718235,143.24,1
1633718237,143.24,3
1633718239,143.24,1
1633718240,143.24,3
1633718244,143.25,24
1633718245,143.25,2
1633718246,143.24,3
1633718246,143.24,6
1633718247,143.24,10
1633718247,143.25,1
1633718248,143.23,18
1633718249,143.24,1
1633718250,143.24,3
1633718251,143.26,1
1633718252,143.26,2
1633718252,143.26,1
1633718253,143.26,23
1633718258,143.25,2
1633718259,143.25,1
1633718261,143.26,4
1633718261,143.26,1
1633718263,143.26,2
1633718264,143.26,1
1633718265,143.26,3
1633718268,143.25,1
1633718271,143.24,1
1633718273,143.24,5
1633718274,143.24,1
1633718277,143.24,1
1633718279,143.25,1
1633718279,143.25,17
1633718280,143.26,1
1633718283,143.29,2
1633718284,143.29,1
1633718289,143.28,3
1633718291,143.29,4
1633718291,143.29,5
1633718297,143.29,1
1633718298,143.29,2
1633718299,143.29,3
1633718301,143.29,8
1633718303,143.31,4
1633718305,143.32,2
1633718306,143.32,1
1633718310,143.3,7
1633718313,143.33,5
1633718314,143.33,1
1633718315,143.33,2
1633718316,143.33,1
1633718317,143.34,4
1633718318,143.34,3
1633718320,143.34,17
1633718321,143.34,20
1633718324,143.32,39
1633718325,143.32,1
1633718328,143.32,2
1633718329,143.32,17
1633718329,143.32,2
1633718330,143.32,1
1633718330,143.32,10
1633718331,143.32,2
1633718334,143.33,2
1633718336,143.32,1
1633718344,143.31,5
1633718348,143.32,17
1633718352,143.32,1
1633718353,143.32,20
1633718355,143.32,2
1633718356,143.32,1
1633718356,143.32,8
1633718357,143.32,1
1633718357,143.32,2
1633718358,143.33,1
1633718360,143.33,1
1633718361,143.33,1
1633718362,143.33,7
1633718365,143.33,1
1633718367,143.32,1
1633718369,143.32,3
1633718372,143.32,1
1633718373,143.32,2
1633718373,143.31,1
1633718374,143.32,1
1633718377,143.32,8
1633718378,143.32,26
1633718379,143.3,20
1633718383,143.31,7
1633718384,143.31,2
1633718386,143.32,1
1633718386,143.32,2
1633718388,143.32,1
1633718390,143.31,2
1633718390,143.31,1
1633718395,143.31,10
1633718396,143.31,50
1633718397,143.31,6
1633718398,143.32,1
1633718399,143.32,2
1633718400,143.32,1
1633718400,143.32,2
1633718401,143.32,1
1633718401,143.32,3
1633718402,143.32,10
1633718403,143.31,17
1633718405,143.31,10
1633718408,143.28,2
1633718412,143.27,2
1633718413,143.27,5
1633718413,143.27,1
1633718415,143.28,2
1633718417,143.28,1
1633718418,143.27,4
1633718426,143.27,1
1633718429,143.26,1
1633718430,143.24,2
1633718431,143.24,1
1633718433,143.24,5
1633718434,143.24,16
1633718435,143.23,1
1633718436,143.23,9
1633718436,143.23,2
1633718438,143.23,3
1633718441,143.22,1
1633718442,143.21,2
1633718442,143.21,1
1633718448,143.23,2
1633718452,143.23,1
1633718452,143.23,2
1633718459,143.21,8
1633718461,143.22,2
1633718463,143.23,5
1633718463,143.23,1
1633718466,143.23,17
1633718470,143.23,5
1633718470,143.23,1
1633718476,143.24,2
1633718481,143.23,4
1633718481,143.23,1
1633718484,143.24,50
1633718485,143.24,1
1633718486,143.23,1
1633718487,143.23,4
1633718489,143.23,3
1633718490,143.23,2
1633718493,143.22,1
1633718495,143.23,2
1633718496,143.23,9
1633718498,143.23,1
1633718503,143.21,6
1633718504,143.21,1
1633718506,143.21,1
1633718508,143.2,3
1633718509,143.2,1
1633718511,143.21,11
1633718512,143.21,2
1633718512,143.21,5
1633718513,143.2,1
1633718520,143.21,6
1633718520,143.21,5
1633718521,143.21,1
1633718525,143.22,2
1633718525,143.22,5
1633718526,143.21,1
1633718531,143.24,6
1633718533,143.24,3
1633718534,143.24,1
1633718543,143.23,2
1633718546,143.22,1
1633718549,143.2,1
1633718552,143.21,2
1633718569,143.2,5
1633718570,143.2,1
1633718571,143.2,1
1633718573,143.2,2
1633718575,143.22,1
1633718579,143.21,7
1633718579,143.21,10
1633718580,143.21,1
1633718583,143.21,3
1633718583,143.21,1
1633718589,143.2,3
1633718590,143.2,1
1633718591,143.21,1
1633718596,143.2,1
1633718596,143.2,7
1633718597,143.2,10
1633718598,143.2,1
1633718599,143.2,3
1633718601,143.2,1
1633718608,143.19,1
1633718612,143.19,3
1633718612,143.19,1
1633718613,143.2,1
1633718614,143.19,2
1633718616,143.2,20
1633718617,143.2,1
1633718618,143.22,2
1633718618,143.22,2
1633718624,143.22,6
1633718624,143.24,1
1633718626,143.23,10
1633718628,143.23,1
1633718628,143.23,30
1633718629,143.23,17
1633718630,143.23,8
1633718631,143.23,7
1633718637,143.22,3
1633718637,143.22,1
1633718639,143.23,3
1633718645,143.22,1
1633718647,143.22,2
1633718648,143.23,3
1633718650,143.2,16
1633718652,143.19,1
1633718652,143.19,2
1633718656,143.19,4
1633718658,143.18,7
1633718659,143.18,10
1633718660,143.18,1
1633718660,143.18,12
1633718661,143.18,1
1633718664,143.17,6
1633718668,143.18,1
1633718669,143.18,5
1633718670,143.18,1
1633718672,143.2,1
1633718674,143.19,41
1633718674,143.19,1
1633718680,143.19,1
1633718681,143.19,20
1633718682,143.2,1
1633718691,143.18,2
1633718691,143.18,5
1633718692,143.18,1
1633718693,143.18,2
1633718698,143.18,1
1633718701,143.18,5
1633718702,143.18,1
1633718702,143.18,10
1633718704,143.17,2
1633718704,143.17,1
1633718710,143.15,35
1633718716,143.15,2
1633718717,143.15,1
1633718720,143.15,1
1633718722,143.16,3
1633718723,143.16,1
1633718724,143.16,2
1633718725,143.16,1
1633718727,143.17,1
1633718730,143.16,2
1633718731,143.16,1
1633718731,143.16,3
1633718732,143.16,1
1633718733,143.15,1
1633718739,143.16,10
1633718746,143.17,10
1633718752,143.18,1
1633718753,143.18,3
1633718756,143.17,17
1633718763,143.17,18
1633718764,143.17,1
1633718768,143.18,7
1633718770,143.18,2
1633718771,143.18,1
1633718773,143.19,25
1633718775,143.19,4
1633718776,143.19,1
1633718778,143.18,1
1633718780,143.16,1
1633718783,143.15,1
1633718783,143.15,10
1633718784,143.15,1
1633718786,143.15,11
1633718786,143.15,3
1633718787,143.15,2
1633718792,143.16,30
1633718799,143.16,1
1633718805,143.16,3
1633718806,143.16,1
1633718809,143.18,4
1633718810,143.18,3
1633718818,143.18,1
1633718819,143.17,4
1633718820,143.17,3
1633718820,143.17,1
1633718822,143.16,2
1633718822,143.16,1
1633718824,143.16,2
1633718826,143.17,3
1633718853,143.17,3
1633718877,143.13,34
1633718877,143.13,1
1633718879,143.13,1
1633718879,143.13,6
1633718886,143.15,1
1633718887,143.15,2
1633718888,143.15,1
1633718889,143.15,54
1633718902,143.19,1
1633718904,143.21,45
1633718905,143.2,6
1633718906,143.2,2
1633718906,143.2,1
1633718909,143.18,2
1633718910,143.18,3
1633718910,143.18,1
1633718911,143.18,3
1633718911,143.18,1
1633718912,143.18,2
1633718913,143.18,1
1633718918,143.19,2
1633718921,143.18,1
1633718922,143.18,2
1633718924,143.18,1
1633718926,143.18,2
1633718931,143.24,3
1633718931,143.24,1
1633718937,143.24,6
1633718938,143.24,18
1633718941,143.24,1
1633718942,143.23,2
1633718942,143.23,1
1633718945,143.23,7
1633718946,143.21,3
1633718947,143.21,2
1633718950,143.23,1
1633718951,143.23,2
1633718952,143.23,1
1633718954,143.22,1
1633718957,143.21,5
1633718959,143.21,6
1633718959,143.21,1
1633718961,143.19,1
1633718969,143.18,2
1633718974,143.16,1
1633718975,143.16,5
1633718975,143.16,1
1633718977,143.16,7
1633718978,143.17,1
1633718981,143.18,1
1633718988,143.18,54
1633718989,143.18,1
1633718989,143.18,3
1633718990,143.18,5
1633718990,143.18,1
1633718998,143.2,18
1633718999,143.2,2
1633718999,143.2,1
1633719002,143.18,5
1633719006,143.18,5
1633719007,143.19,2
1633719011,143.18,30
1633719019,143.18,5
1633719020,143.18,1
1633719021,143.18,2
1633719023,143.18,3
1633719028,143.18,3
1633719028,143.18,1
1633719034,143.19,5
1633719035,143.18,3
1633719035,143.18,1
1633719041,143.19,3
1633719043,143.18,1
1633719046,143.19,2
1633719053,143.21,1
1633719053,143.21,54
1633719054,143.22,17
1633719055,143.21,5
1633719056,143.21,1
1633719058,143.22,1
1633719060,143.21,10
1633719062,143.21,1
1633719066,143.2,3
1633719067,143.2,1
1633719069,143.21,3
1633719074,143.2,3
1633719076,143.2,2
1633719080,143.2,1
1633719090,143.18,7
1633719094,143.18,2
1633719094,143.18,18
1633719096,143.18,2
1633719102,143.2,4
1633719109,143.18,9
1633719113,143.16,2
1633719114,143.15,1
1633719119,143.15,1
1633719120,143.15,4
1633719121,143.15,2
1633719122,143.15,1
1633719124,143.15,5
1633719126,143.15,2
1633719128,143.16,2
1633719129,143.16,1
1633719132,143.15,2
1633719133,143.15,10
1633719135,143.15,1
1633719138,143.14,10
1633719139,143.14,3
1633719145,143.14,9
1633719145,143.14,10
1633719146,143.14,1
1633719156,143.13,2
1633719158,143.13,5
1633719158,143.13,1
1633719166,143.14,2
1633719167,143.14,5
1633719169,143.14,1
1633719170,143.15,1
1633719170,143.14,17
1633719171,143.14,1
1633719173,143.14,1
1633719184,143.12,2
1633719187,143.12,6
1633719187,143.12,1
1633719191,143.12,3
1633719191,143.13,1
1633719194,143.12,1
1633719209,143.11,17
1633719210,143.12,6
1633719211,143.11,1
1633719214,143.12,3
1633719216,143.12,14
1633719217,143.12,1
1633719219,143.12,20
1633719220,143.12,1
1633719221,143.12,2
1633719224,143.09,1
1633719225,143.1,2
1633719231,143.08,1
1633719231,143.08,25
1633719232,143.08,1
1633719236,143.08,2
1633719238,143.09,1
1633719239,143.09,18
1633719240,143.09,1
1633719241,143.08,2
1633719242,143.08,5
1633719242,143.08,1
1633719243,143.07,1
1633719243,143.07,2
1633719244,143.07,1
1633719246,143.09,2
1633719248,143.09,1
1633719250,143.1,2
1633719250,143.1,1
1633719253,143.1,45
1633719254,143.1,1
1633719254,143.11,1
1633719256,143.11,4
1633719257,143.1,2
1633719260,143.1,17
1633719264,143.09,1
1633719272,143.08,2
1633719273,143.08,1
1633719276,143.07,3
1633719277,143.06,1
1633719278,143.07,1
1633719281,143.07,2
1633719282,143.07,1
1633719284,143.07,72
1633719287,143.06,1
1633719294,143.07,15
1633719295,143.07,11
1633719295,143.07,1
1633719299,143.05,1
1633719300,143.05,5
1633719302,143.04,3
1633719307,143.05,3
1633719308,143.07,1
1633719310,143.07,3
1633719310,143.07,12
1633719311,143.07,80
1633719311,143.07,5
1633719312,143.07,1
1633719312,143.07,3
1633719313,143.07,1
1633719315,143.07,3
1633719315,143.07,1
1633719316,143.07,2
1633719319,143.09,1
1633719320,143.09,3
1633719324,143.08,2
1633719326,143.07,1
1633719331,143.05,20
1633719332,143.05,4
1633719336,143.04,1
1633719338,143.05,1
1633719346,143.06,1
1633719348,143.05,3
1633719349,143.05,2
1633719351,143.07,2
1633719352,143.07,1
1633719364,143.07,3
1633719365,143.07,1
1633719369,143.07,2
1633719369,143.07,1
1633719370,143.07,2
1633719371,143.07,1
1633719373,143.05,20
1633719387,143.06,2
1633719388,143.06,1
1633719390,143.05,5
1633719394,143.06,1
1633719397,143.07,5
1633719399,143.07,1
1633719402,143.07,2
1633719404,143.06,1
1633719405,143.05,3
1633719422,143.07,5
1633719422,143.07,1
1633719426,143.07,1
1633719434,143.07,3
1633719434,143.07,1
1633719438,143.07,3
1633719439,143.07,1
1633719443,143.06,34
1633719445,143.05,10
1633719445,143.05,1
1633719447,143.04,2
1633719447,143.04,1
1633719450,143.06,3
1633719452,143.05,2
1633719453,143.05,1
1633719463,143.07,1
1633719469,143.06,8
1633719470,143.07,1
1633719483,143.07,3
1633719484,143.08,10
1633719491,143.07,2
1633719492,143.07,1
1633719496,143.08,54
1633719497,143.08,1
1633719505,143.08,4
1633719507,143.08,1
1633719508,143.07,1
1633719513,143.07,5
1633719513,143.07,1
1633719528,143.09,1
1633719532,143.1,1
1633719535,143.09,1
1633719536,143.09,2
1633719540,143.09,2
1633719541,143.09,1
1633719542,143.09,3
1633719544,143.09,1
1633719552,143.09,17
1633719553,143.09,3
1633719555,143.08,1
1633719562,143.1,2
1633719563,143.1,3
1633719563,143.1,1
1633719568,143.08,1
1633719569,143.07,1
1633719571,143.09,3
1633719573,143.08,3
1633719581,143.1,1
1633719582,143.1,3
1633719583,143.1,54
1633719585,143.1,3
1633719585,143.1,5
1633719586,143.1,1
1633719586,143.1,3
1633719588,143.1,1
1633719596,143.1,1
1633719598,143.09,3
1633719599,143.07,1
1633719600,143.07,4
1633719606,143.08,4
1633719606,143.08,20
1633719613,143.1,54
1633719614,143.1,17
1633719617,143.13,3
1633719618,143.14,3
1633719619,143.14,1
1633719621,143.13,3
1633719622,143.14,3
1633719623,143.14,1
1633719628,143.13,1
1633719631,143.11,3
1633719632,143.12,3
1633719632,143.12,1
1633719633,143.12,33
1633719633,143.12,1
1633719635,143.12,10
1633719646,143.1,1
1633719650,143.12,3
1633719651,143.15,12
1633719652,143.15,5
1633719653,143.14,1
1633719660,143.15,2
1633719665,143.15,12
1633719666,143.15,17
1633719668,143.15,3
1633719672,143.13,7
1633719673,143.13,1
1633719680,143.12,3
1633719681,143.12,1
1633719683,143.1,1
1633719686,143.1,2
1633719689,143.1,1
1633719695,143.12,3
1633719695,143.12,1
1633719696,143.12,5
1633719696,143.12,1
1633719703,143.08,3
1633719705,143.08,5
1633719706,143.08,1
1633719707,143.08,5
1633719716,143.08,3
1633719717,143.08,1
1633719718,143.07,1
1633719719,143.08,7
1633719719,143.08,1
1633719722,143.09,4
1633719726,143.09,6
1633719727,143.1,1
1633719729,143.11,19
1633719735,143.11,1
1633719736,143.11,3
1633719737,143.11,1
1633719745,143.07,1
1633719747,143.06,2
1633719748,143.05,1
1633719750,143.06,4
1633719753,143.07,3
1633719754,143.07,1
1633719754,143.07,11
1633719755,143.07,1
1633719760,143.05,1
1633719761,143.05,3
1633719762,143.05,1
1633719763,143.04,2
1633719766,143.01,1
1633719767,143.01,5
1633719768,143,9
1633719773,143.01,6
1633719774,143.01,1
1633719776,143.02,4
1633719777,143.02,1
1633719780,143.02,3
1633719780,143.02,1
1633719782,143.03,1
1633719785,143.02,3
1633719787,143.02,1
1633719790,143.02,3
1633719793,143.01,1
1633719793,143.01,9
1633719794,143.01,1
1633719794,143.01,2
1633719795,143.01,1
1633719798,143.01,5
1633719798,143.01,38
1633719799,143.02,2
1633719800,143.01,3
1633719802,143.01,2
1633719803,143.01,1
1633719805,143.01,16
1633719807,142.99,1
1633719813,143,1
1633719816,142.99,4
1633719818,142.99,1
1633719818,142.99,3
1633719819,142.99,1
1633719822,143.01,1
1633719831,143.01,1
1633719833,143.01,6
1633719833,143.01,1
1633719842,143.01,4
1633719843,143.01,20
1633719844,143.01,1
1633719849,143.02,1
1633719852,143.05,4
1633719853,143.04,1
1633719855,143.03,3
1633719855,143.03,6
1633719862,143.04,1
1633719865,143.04,3
1633719869,143.06,3
1633719873,143.09,5
1633719878,143.09,10
1633719878,143.09,1
1633719882,143.09,5
1633719884,143.1,3
1633719885,143.1,1
1633719885,143.1,5
1633719886,143.1,4
1633719891,143.1,1
1633719892,143.1,6
1633719893,143.1,26
1633719899,143.11,18
1633719903,143.12,1
1633719905,143.11,3
1633719906,143.11,2
1633719906,143.11,1
1633719911,143.12,3
1633719912,143.11,2
1633719915,143.1,1
1633719917,143.1,2
1633719918,143.1,4
1633719918,143.1,1
1633719921,143.1,2
1633719927,143.11,2
1633719931,143.1,1
1633719943,143.1,4
1633719943,143.1,1
1633719950,143.06,5
1633719954,143.09,1
1633719955,143.08,1
1633719959,143.07,3
1633719965,143.1,5
1633719965,143.1,1
1633719967,143.1,3
1633719968,143.1,8
1633719969,143.1,1
1633719969,143.1,3
1633719972,143.1,1
1633719978,143.1,4
1633719986,143.09,2
1633719990,143.11,3
1633719993,143.1,3
1633719993,143.1,1
1633720001,143.1,3
1633720002,143.1,5
1633720004,143.1,25
1633720004,143.1,30
1633720007,143.15,1
1633720008,143.15,3
1633720011,143.13,1
1633720013,143.14,4
1633720017,143.14,1
1633720018,143.15,3
1633720023,143.13,2
1633720023,143.13,1
1633720025,143.12,5
1633720026,143.12,1
1633720030,143.14,3
1633720031,143.14,18
1633720032,143.15,6
1633720037,143.15,10
1633720040,143.15,3
1633720042,143.15,1
1633720049,143.19,1
1633720050,143.2,10
1633720051,143.2,2
1633720051,143.2,3
1633720052,143.2,1
1633720054,143.2,3
1633720055,143.2,1
1633720059,143.21,18
1633720062,143.2,1
1633720063,143.2,15
1633720067,143.19,18
1633720069,143.2,1
1633720074,143.21,3
1633720075,143.21,4
1633720076,143.21,2
1633720077,143.21,1
1633720077,143.21,17
1633720091,143.21,4
1633720094,143.2,1
1633720094,143.2,2
1633720105,143.18,2
1633720105,143.18,1
1633720116,143.22,1
1633720117,143.21,1
1633720119,143.21,1
1633720120,143.21,4
1633720121,143.21,1
1633720122,143.21,2
1633720126,143.21,5
1633720126,143.21,2
1633720127,143.21,1
1633720132,143.2,2
1633720138,143.21,1
1633720141,143.22,2
1633720142,143.22,3
1633720149,143.21,5
1633720150,143.21,1
1633720151,143.21,4
1633720156,143.2,2
1633720156,143.2,1
1633720157,143.2,5
1633720158,143.2,1
1633720165,143.2,1
1633720166,143.22,1
1633720169,143.24,2
1633720170,143.23,3
1633720170,143.23,1
1633720174,143.25,8
1633720174,143.25,2
1633720176,143.24,2
1633720177,143.25,1
1633720179,143.24,5
1633720181,143.24,3
1633720182,143.25,9
1633720182,143.25,1
1633720184,143.24,3
1633720185,143.24,1
1633720193,143.26,1
1633720209,143.23,1
1633720221,143.21,1
1633720222,143.21,2
1633720223,143.21,1
1633720227,143.2,1
1633720230,143.21,2
1633720231,143.21,1
1633720231,143.21,20
1633720249,143.19,13
1633720251,143.17,1
1633720254,143.17,3
1633720254,143.17,1
1633720256,143.17,5
1633720257,143.18,1
1633720262,143.21,17
1633720263,143.21,7
1633720263,143.21,1
1633720267,143.21,18
1633720270,143.21,1
1633720272,143.21,30
1633720273,143.21,20
1633720273,143.21,1
1633720276,143.23,2
1633720277,143.23,1
1633720279,143.24,17
1633720280,143.24,14
1633720283,143.24,6
1633720284,143.24,5
1633720284,143.24,1
1633720285,143.24,11
1633720286,143.26,9
1633720287,143.27,1
1633720290,143.26,3
1633720297,143.26,1
1633720302,143.27,2
1633720303,143.27,1
1633720305,143.25,1
1633720312,143.27,1
1633720318,143.28,3
1633720318,143.28,18
1633720319,143.28,1
1633720320,143.29,3
1633720325,143.29,2
1633720327,143.29,1
1633720328,143.29,31
1633720330,143.29,1
1633720331,143.29,13
1633720332,143.29,1
1633720342,143.29,6
1633720342,143.29,3
1633720343,143.29,5
1633720343,143.29,1
1633720344,143.29,2
1633720344,143.29,1
1633720345,143.29,10
1633720351,143.27,18
1633720351,143.27,1
1633720352,143.28,40
1633720353,143.28,6
1633720354,143.28,1
1633720355,143.29,3
1633720356,143.29,1
1633720360,143.3,3
1633720360,143.3,2
1633720372,143.25,2
1633720374,143.26,9
1633720376,143.26,1
1633720379,143.26,10
1633720380,143.26,1
1633720381,143.27,1
1633720385,143.26,13
1633720386,143.26,1
1633720387,143.26,2
1633720389,143.26,1
1633720398,143.26,1
1633720401,143.27,2
1633720405,143.3,1
1633720406,143.3,50
1633720407,143.29,1
1633720411,143.29,3
1633720413,143.29,1
1633720423,143.29,5
1633720423,143.29,1
1633720426,143.28,1
1633720426,143.28,2
1633720427,143.29,2
1633720430,143.29,3
1633720431,143.29,1
1633720432,143.27,3
1633720432,143.27,1
1633720434,143.27,2
1633720440,143.29,4
1633720440,143.29,7
1633720444,143.27,1
1633720447,143.26,5
1633720447,143.26,1
1633720451,143.26,5
1633720454,143.26,2
1633720460,143.25,7
1633720461,143.25,1
1633720466,143.24,5
1633720469,143.26,1
1633720474,143.26,4
1633720475,143.26,1
1633720486,143.27,5
1633720486,143.27,22
1633720500,143.25,1
1633720501,143.26,2
1633720501,143.26,1
1633720505,143.26,7
1633720506,143.26,1
1633720507,143.26,5
1633720510,143.26,21
1633720511,143.26,1
1633720521,143.26,5
1633720524,143.28,10
1633720526,143.29,6
1633720526,143.29,1
1633720529,143.28,1
1633720530,143.28,2
1633720535,143.28,2
1633720535,143.28,1
1633720537,143.27,3
1633720539,143.27,26
1633720542,143.27,4
1633720544,143.25,2
1633720544,143.25,6
1633720545,143.25,1
1633720547,143.25,3
1633720549,143.26,1
1633720552,143.25,6
1633720554,143.24,10
1633720554,143.24,1
1633720556,143.25,5
1633720557,143.25,1
1633720561,143.25,4
1633720563,143.25,1
1633720567,143.24,5
1633720567,143.24,1
1633720569,143.24,4
1633720569,143.24,1
1633720571,143.24,5
1633720571,143.24,2
1633720572,143.24,1
1633720578,143.23,1
1633720580,143.23,3
1633720582,143.22,4
1633720583,143.22,1
1633720586,143.23,1
1633720590,143.23,1
1633720595,143.2,2
1633720596,143.19,1
1633720598,143.19,1
1633720602,143.2,1
1633720606,143.19,14
1633720606,143.19,1
1633720609,143.18,1
1633720612,143.18,2
1633720618,143.19,18
1633720621,143.18,3
1633720621,143.18,2
1633720623,143.18,2
1633720624,143.19,1
1633720625,143.2,6
1633720626,143.2,1
1633720627,143.2,4
1633720627,143.2,5
1633720629,143.18,1
1633720630,143.18,2
1633720637,143.2,17
1633720638,143.2,1
1633720639,143.2,5
1633720644,143.18,1
1633720650,143.17,45
1633720652,143.16,2
1633720653,143.16,1
1633720655,143.16,18
1633720658,143.15,10
1633720659,143.15,1
1633720662,143.12,5
1633720662,143.12,1
1633720666,143.12,17
1633720667,143.12,1
1633720669,143.12,7
1633720670,143.12,1
1633720672,143.12,2
1633720672,143.12,3
1633720673,143.12,1
1633720674,143.12,40
1633720675,143.12,6
1633720676,143.12,2
1633720678,143.13,18
1633720682,143.12,7
1633720683,143.12,1
1633720693,143.1,6
1633720694,143.1,10
1633720704,143.1,12
1633720704,143.1,1
1633720705,143.1,3
1633720706,143.1,5
1633720706,143.1,1
1633720711,143.11,3
1633720712,143.11,1
1633720714,143.1,3
1633720717,143.12,5
1633720719,143.12,3
1633720720,143.12,1
1633720721,143.12,90
1633720726,143.15,1
1633720730,143.13,3
1633720731,143.13,1
1633720732,143.13,3
1633720735,143.12,5
1633720738,143.12,1
1633720739,143.12,70
1633720742,143.11,1
1633720750,143.1,2
1633720751,143.1,1
1633720753,143.11,5
1633720756,143.1,1
1633720762,143.11,7
1633720764,143.1,3
1633720764,143.1,1
1633720765,143.1,2
1633720769,143.1,3
1633720770,143.1,1
1633720771,143.1,7
1633720776,143.15,17
1633720777,143.15,2
1633720777,143.15,4
1633720778,143.15,1
1633720780,143.15,5
1633720781,143.15,1
1633720783,143.16,1
1633720785,143.18,1
1633720785,143.18,2
1633720786,143.18,3
1633720787,143.17,2
1633720788,143.18,1
1633720788,143.18,7
1633720789,143.18,1
1633720791,143.17,5
1633720791,143.17,1
1633720794,143.17,2
1633720797,143.16,2
1633720798,143.16,1
1633720800,143.16,2
1633720801,143.16,4
1633720801,143.16,1
